time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,0,0,0,0,0,0,13.02,1.19462,0,0,0,0,1.26481e-321,2.96439e-323,4.09816e-312,6.95277e-310,4.09816e-312,2.122e-314,0,0
0.01,-2.6408e-05,0,0.000231873,-0.000231873,-0.0212738,0,0,-0.00240731,0,0.0211371,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,5.49409,0,0,0,0,0,13.0133,1.19436,6.25162e-05,0.000277201,3.14159,0,71.4961,0,0,0,0,0,0,0
0.02,9.36931e-06,0,-8.22661e-05,8.22661e-05,0.109934,0,0,0.01244,0,-0.109228,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,20.7502,0,0,0,0,0,13.0065,1.1941,0.000323059,0.00740242,0,0,269.888,0,0,0,0,0,0,0
0.03,0.000279968,0,-0.00245823,0.00245823,0.393783,0,0,0.0445599,0,-0.391253,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,36.022,0,0,0,0,0,12.9998,1.19385,0.00115719,0.0949771,0,0,468.279,0,0,0,0,0,0,0
0.04,0.000929602,0,-0.00816226,0.00816226,0.754599,0,0,0.0853894,0,-0.749752,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,36.1412,0,0,0,0,0,12.9931,1.19359,0.0022175,0.348769,0,0,469.585,0,0,0,0,0,0,0
0.05,0.0019882,0,-0.0174572,0.0174572,1.11661,0,0,0.126354,0,-1.10943,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,36.2604,0,0,0,0,0,12.9863,1.19333,0.00328132,0.76367,0,0,470.889,0,0,0,0,0,0,0
0.06,0.00345713,0,-0.0303549,0.0303549,1.47981,0,0,0.167453,0,-1.4703,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,36.3796,0,0,0,0,0,12.9796,1.19308,0.00434864,1.34127,0,0,472.193,0,0,0,0,0,0,0
0.07,0.00533771,0,-0.0468672,0.0468672,1.84419,0,0,0.208687,0,-1.83235,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,36.4978,0,0,0,0,0,12.9729,1.19282,0.00541944,2.08313,0,0,473.481,0,0,0,0,0,0,0
0.08,0.0076313,0,-0.0670058,0.0670058,2.20976,0,0,0.250054,0,-2.19557,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,36.6161,0,0,0,0,0,12.9661,1.19256,0.00649373,2.99085,0,0,474.769,0,0,0,0,0,0,0
0.09,0.0103392,0,-0.0907825,0.0907825,2.57652,0,0,0.291555,0,-2.55997,0,1.45739,0,0.746042,0,0.665898,0,0,0,0,36.7343,0,0,0,0,0,12.9594,1.19231,0.00757148,4.066,0,0,476.055,0,0,0,0,0,0,0
