time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,0,0,0,0,0,0,12.02,1.19999,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-2.14766e-05,0,0.000211798,-0.000211798,-0.0150619,0,0,-0.00151951,0,0.0149851,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,6.74982,0,0,0,0,0,12.0133,1.19972,4.42617e-05,0.000138952,3.14159,0,81.0874,0,0,0,0,0,0,0
0.02,2.51573e-05,0,-0.000248096,0.000248096,0.135058,0,0,0.0136252,0,-0.134369,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,23.2773,0,0,0,0,0,12.0065,1.19944,0.000396889,0.0111724,0,0,279.479,0,0,0,0,0,0,0
0.03,0.000306638,0,-0.003024,0.003024,0.450545,0,0,0.0454529,0,-0.448247,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,39.8232,0,0,0,0,0,11.9998,1.19917,0.00132399,0.124332,0,0,477.871,0,0,0,0,0,0,0
0.04,0.000962263,0,-0.00948964,0.00948964,0.849433,0,0,0.0856943,0,-0.8451,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,39.9544,0,0,0,0,0,11.9931,1.19889,0.00249619,0.441941,0,0,479.176,0,0,0,0,0,0,0
0.05,0.00202097,0,-0.0199303,0.0199303,1.24963,0,0,0.126068,0,-1.24326,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,40.0856,0,0,0,0,0,11.9863,1.19862,0.00367224,0.956468,0,0,480.48,0,0,0,0,0,0,0
0.06,0.00348407,0,-0.0343592,0.0343592,1.65115,0,0,0.166574,0,-1.64272,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,40.2169,0,0,0,0,0,11.9796,1.19834,0.00485214,1.66984,0,0,481.782,0,0,0,0,0,0,0
0.07,0.00535289,0,-0.0527891,0.0527891,2.05397,0,0,0.207213,0,-2.04349,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,40.3471,0,0,0,0,0,11.9729,1.19807,0.00603589,2.58399,0,0,483.07,0,0,0,0,0,0,0
0.08,0.00762876,0,-0.0752332,0.0752332,2.45809,0,0,0.247982,0,-2.44555,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,40.4772,0,0,0,0,0,11.9661,1.19779,0.00722346,3.70082,0,0,484.356,0,0,0,0,0,0,0
0.09,0.010313,0,-0.101704,0.101704,2.86351,0,0,0.288883,0,-2.8489,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,40.6074,0,0,0,0,0,11.9594,1.19752,0.00841487,5.02226,0,0,485.641,0,0,0,0,0,0,0
0.1,0.0134069,0,-0.132216,0.132216,3.27023,0,0,0.329914,0,-3.25355,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,40.7365,0,0,0,0,0,11.9527,1.19724,0.00961008,6.55024,0,0,486.91,0,0,0,0,0,0,0
0.11,0.0169117,0,-0.16678,0.16678,3.67824,0,0,0.371076,0,-3.65948,0,1.46974,0,0.741918,0,0.670491,0,0,0,0,40.8656,0,0,0,0,0,11.9459,1.19697,0.0108091,8.28666,0,0,488.178,0,0,0,0,0,0,0
