time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,0,0,0,0,0,0,13.02,1.19462,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-2.69526e-05,0,0.000231673,-0.000231673,-0.0212467,0,0,-0.00245525,0,0.0211043,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,5.49681,0,0,0,0,0,13.0133,1.19436,6.24365e-05,0.000276495,3.14159,0,71.5314,0,0,0,0,0,0,0
0.02,9.63072e-06,0,-8.27818e-05,8.27818e-05,0.109989,0,0,0.0127102,0,-0.109252,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,20.7529,0,0,0,0,0,13.0065,1.1941,0.000323218,0.00740973,0,0,269.923,0,0,0,0,0,0,0
0.03,0.000286048,0,-0.00245875,0.00245875,0.393864,0,0,0.0455146,0,-0.391225,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.0248,0,0,0,0,0,12.9998,1.19385,0.00115743,0.0950163,0,0,468.315,0,0,0,0,0,0,0
0.04,0.000949573,0,-0.00816215,0.00816215,0.754707,0,0,0.0872134,0,-0.749651,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.1439,0,0,0,0,0,12.9931,1.19359,0.00221782,0.348869,0,0,469.62,0,0,0,0,0,0,0
0.05,0.00203077,0,-0.0174557,0.0174557,1.11674,0,0,0.12905,0,-1.10926,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.2631,0,0,0,0,0,12.9863,1.19333,0.00328172,0.763855,0,0,470.925,0,0,0,0,0,0,0
0.06,0.00353103,0,-0.0303513,0.0303513,1.47997,0,0,0.171024,0,-1.47005,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.3823,0,0,0,0,0,12.9796,1.19308,0.00434911,1.34156,0,0,472.228,0,0,0,0,0,0,0
0.07,0.00545171,0,-0.0468607,0.0468607,1.84438,0,0,0.213136,0,-1.83203,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.5005,0,0,0,0,0,12.9729,1.19282,0.00542,2.08356,0,0,473.517,0,0,0,0,0,0,0
0.08,0.00779419,0,-0.0669958,0.0669958,2.20998,0,0,0.255384,0,-2.19517,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.6188,0,0,0,0,0,12.9661,1.19256,0.00649436,2.99144,0,0,474.804,0,0,0,0,0,0,0
0.09,0.0105598,0,-0.0907681,0.0907681,2.57676,0,0,0.297768,0,-2.5595,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.737,0,0,0,0,0,12.9594,1.19231,0.0075722,4.06677,0,0,476.09,0,0,0,0,0,0,0
0.1,0.01375,0,-0.11819,0.11819,2.94472,0,0,0.340289,0,-2.92499,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.8543,0,0,0,0,0,12.9527,1.19205,0.0086535,5.31114,0,0,477.361,0,0,0,0,0,0,0
0.11,0.0173661,0,-0.149272,0.149272,3.31384,0,0,0.382945,0,-3.29164,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,36.9716,0,0,0,0,0,12.9459,1.1918,0.00973825,6.72611,0,0,478.631,0,0,0,0,0,0,0
0.12,0.0214094,0,-0.184026,0.184026,3.68415,0,0,0.425737,0,-3.65947,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,37.0889,0,0,0,0,0,12.9392,1.19154,0.0108264,8.31328,0,0,479.9,0,0,0,0,0,0,0
0.13,0.0258813,0,-0.222465,0.222465,4.05562,0,0,0.468664,0,-4.02845,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,37.2051,0,0,0,0,0,12.9325,1.19129,0.0119181,10.0742,0,0,481.154,0,0,0,0,0,0,0
0.14,0.0307831,0,-0.264599,0.264599,4.42825,0,0,0.511725,0,-4.39858,0,1.45498,0,0.746846,0,0.664997,0,0,0,0,37.3214,0,0,0,0,0,12.9257,1.19103,0.0130131,12.0105,0,0,482.407,0,0,0,0,0,0,0
