time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,0,0,0,0,0,0,12.02,1.19999,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-2.2966e-05,0,0.000211269,-0.000211269,-0.0149879,0,0,-0.00161971,0,0.0149001,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,6.75723,0,0,0,0,0,12.0133,1.19972,4.40441e-05,0.00013759,3.14159,0,81.1763,0,0,0,0,0,0,0
0.02,2.71089e-05,0,-0.00024938,0.00024938,0.135206,0,0,0.0146115,0,-0.134414,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,23.2847,0,0,0,0,0,12.0065,1.19944,0.000397324,0.0111969,0,0,279.568,0,0,0,0,0,0,0
0.03,0.000328834,0,-0.00302501,0.00302501,0.450767,0,0,0.0487137,0,-0.448127,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,39.8306,0,0,0,0,0,11.9998,1.19917,0.00132465,0.124455,0,0,477.959,0,0,0,0,0,0,0
0.04,0.00103143,0,-0.00948833,0.00948833,0.849729,0,0,0.0918289,0,-0.844753,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,39.9618,0,0,0,0,0,11.9931,1.19889,0.00249706,0.442249,0,0,479.265,0,0,0,0,0,0,0
0.05,0.00216588,0,-0.0199244,0.0199244,1.25,0,0,0.135086,0,-1.24268,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,40.093,0,0,0,0,0,11.9863,1.19862,0.00367332,0.957035,0,0,480.569,0,0,0,0,0,0,0
0.06,0.00373362,0,-0.0343463,0.0343463,1.65159,0,0,0.178485,0,-1.64192,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,40.2243,0,0,0,0,0,11.9796,1.19834,0.00485345,1.67074,0,0,481.871,0,0,0,0,0,0,0
0.07,0.00573605,0,-0.0527671,0.0527671,2.05448,0,0,0.222025,0,-2.04245,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,40.3545,0,0,0,0,0,11.9729,1.19807,0.00603741,2.58529,0,0,483.158,0,0,0,0,0,0,0
0.08,0.00817458,0,-0.0751997,0.0751997,2.45868,0,0,0.265706,0,-2.44428,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,40.4846,0,0,0,0,0,11.9661,1.19779,0.00722521,3.7026,0,0,484.444,0,0,0,0,0,0,0
0.09,0.0110506,0,-0.101657,0.101657,2.86418,0,0,0.309527,0,-2.8474,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,40.6148,0,0,0,0,0,11.9594,1.19752,0.00841682,5.0246,0,0,485.729,0,0,0,0,0,0,0
0.1,0.0143656,0,-0.132152,0.132152,3.27097,0,0,0.353488,0,-3.25181,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,40.7439,0,0,0,0,0,11.9527,1.19724,0.00961225,6.55321,0,0,486.998,0,0,0,0,0,0,0
0.11,0.0181209,0,-0.166698,0.166698,3.67906,0,0,0.39759,0,-3.65751,0,1.46252,0,0.744335,0,0.667807,0,0,0,0,40.873,0,0,0,0,0,11.9459,1.19697,0.0108115,8.29033,0,0,488.266,0,0,0,0,0,0,0
