time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,0,0,0,0,0,0,17.02,1.17943,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-3.4934e-05,0,0.000290625,-0.000290625,-0.0391149,0,0,-0.00466812,0,0.0388354,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,1.91786,0,0,0,0,0,17.0133,1.17923,0.000114945,0.000937111,3.14159,0,32.629,0,0,0,0,0,0,0
0.02,-4.69704e-05,0,0.00039076,-0.00039076,0.0383879,0,0,0.00458135,0,-0.0381135,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,13.5842,0,0,0,0,0,17.0065,1.17903,0.000112809,0.000902598,0,0,231.021,0,0,0,0,0,0,0
0.03,0.000103122,0,-0.000857898,0.000857898,0.232601,0,0,0.0277594,0,-0.230938,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,25.2599,0,0,0,0,0,16.9998,1.17882,0.000683532,0.0331381,0,0,429.413,0,0,0,0,0,0,0
0.04,0.000531619,0,-0.00442268,0.00442268,0.485634,0,0,0.0579574,0,-0.482163,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,25.3468,0,0,0,0,0,16.9931,1.17862,0.00142711,0.144452,0,0,430.719,0,0,0,0,0,0,0
0.05,0.00126261,0,-0.010504,0.010504,0.739536,0,0,0.088259,0,-0.73425,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,25.4337,0,0,0,0,0,16.9863,1.17842,0.00217324,0.334984,0,0,432.025,0,0,0,0,0,0,0
0.06,0.00229715,0,-0.0191106,0.0191106,0.994307,0,0,0.118664,0,-0.987201,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,25.5206,0,0,0,0,0,16.9796,1.17822,0.00292192,0.605545,0,0,433.33,0,0,0,0,0,0,0
0.07,0.00363625,0,-0.0302509,0.0302509,1.24994,0,0,0.149173,0,-1.24101,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,25.6068,0,0,0,0,0,16.9729,1.17802,0.00367315,0.956944,0,0,434.621,0,0,0,0,0,0,0
0.08,0.00528095,0,-0.0439337,0.0439337,1.50644,0,0,0.179785,0,-1.49568,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,25.6931,0,0,0,0,0,16.9661,1.17781,0.00442691,1.38999,0,0,435.912,0,0,0,0,0,0,0
0.09,0.00723228,0,-0.0601673,0.0601673,1.76381,0,0,0.210499,0,-1.7512,0,1.45117,0,0.748112,0,0.663572,0,0,0,0,25.7793,0,0,0,0,0,16.9594,1.17761,0.00518321,1.90548,0,0,437.202,0,0,0,0,0,0,0
