time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,0,0,0,0,0,0,12.02,1.19999,0,0,0,0,1.26481e-321,2.96439e-323,2.4151e-312,6.95277e-310,2.4151e-312,2.122e-314,0,0
0.01,0.00040998,0,-0.00364969,0.00364969,0.734606,0,0,0.0820046,0,-0.730014,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.4839,0,0,0,0,0,12.0133,1.19972,0.0146252,15.171,1.52857,-2.79051,882.782,0,0,0,0,0,0,0
0.02,0.00164027,0,-0.0146018,0.0146018,1.46968,0,0,0.164061,0,-1.46049,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.5303,0,0,0,0,0,12.0065,1.19944,0.0148738,15.6912,1.38295,-2.79051,882.844,0,0,0,0,0,0,0
0.03,0.00369138,0,-0.032861,0.032861,2.20521,0,0,0.246169,0,-2.19143,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.5764,0,0,0,0,0,11.9998,1.19917,0.0154243,16.8741,1.24484,-2.79051,882.902,0,0,0,0,0,0,0
0.04,0.00656383,0,-0.0584319,0.0584319,2.9412,0,0,0.328329,0,-2.92282,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.6221,0,0,0,0,0,11.9931,1.19889,0.0162466,18.7212,1.11839,-2.79051,882.955,0,0,0,0,0,0,0
0.05,0.0102581,0,-0.091319,0.091319,3.67765,0,0,0.410539,0,-3.65467,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.6675,0,0,0,0,0,11.9863,1.19862,0.0173025,21.2335,1.00566,-2.79051,883.004,0,0,0,0,0,0,0
0.06,0.0147748,0,-0.131527,0.131527,4.41455,0,0,0.4928,0,-4.38696,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.7127,0,0,0,0,0,11.9796,1.19834,0.0185525,24.4124,0.906924,-2.79051,883.048,0,0,0,0,0,0,0
0.07,0.0201143,0,-0.17906,0.17906,5.1519,0,0,0.575111,0,-5.1197,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.7575,0,0,0,0,0,11.9729,1.19807,0.0199608,28.2589,0.821321,-2.79051,883.088,0,0,0,0,0,0,0
0.08,0.0262772,0,-0.233922,0.233922,5.8897,0,0,0.657472,0,-5.85289,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.802,0,0,0,0,0,11.9661,1.19779,0.0214965,32.7744,0.74742,-2.79051,883.124,0,0,0,0,0,0,0
0.09,0.0332639,0,-0.296119,0.296119,6.62794,0,0,0.739882,0,-6.58652,0,1.45893,0,0.74553,0,0.666472,0,0,0,0,73.8462,0,0,0,0,0,11.9594,1.19752,0.0231347,37.9598,0.683634,-2.79051,883.156,0,0,0,0,0,0,0
