time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,0,0,0,0,0,0,12.02,1.19999,0,0,0,0,1.26481e-321,2.96439e-323,4.96411e-312,6.95277e-310,4.96411e-312,2.122e-314,0,0
0.01,0.000310027,0,-0.00365821,0.00365821,0.734343,0,0,0.0620119,0,-0.73172,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.4576,0,0,0,0,0,12.0133,1.19972,0.0146805,15.2859,1.50317,-2.79138,882.465,0,0,0,0,0,0,0
0.02,0.00124037,0,-0.0146359,0.0146359,1.46915,0,0,0.124063,0,-1.4639,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.5039,0,0,0,0,0,12.0065,1.19944,0.0149821,15.9204,1.35887,-2.79138,882.527,0,0,0,0,0,0,0
0.03,0.00279142,0,-0.0329378,0.0329378,2.20442,0,0,0.186153,0,-2.19655,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.5499,0,0,0,0,0,11.9998,1.19917,0.0155805,17.2174,1.22287,-2.79138,882.584,0,0,0,0,0,0,0
0.04,0.00496356,0,-0.0585684,0.0585684,2.94015,0,0,0.248282,0,-2.92965,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.5956,0,0,0,0,0,11.9931,1.19889,0.0164437,19.1781,1.09895,-2.79138,882.637,0,0,0,0,0,0,0
0.05,0.00775719,0,-0.0915322,0.0915322,3.67633,0,0,0.310449,0,-3.6632,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.6409,0,0,0,0,0,11.9863,1.19862,0.0175332,21.8037,0.988826,-2.79138,882.685,0,0,0,0,0,0,0
0.06,0.0111727,0,-0.131834,0.131834,4.41297,0,0,0.372655,0,-4.3972,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.686,0,0,0,0,0,11.9796,1.19834,0.0188102,25.0953,0.89254,-2.79138,882.729,0,0,0,0,0,0,0
0.07,0.0152104,0,-0.179478,0.179478,5.15005,0,0,0.434898,0,-5.13165,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.7308,0,0,0,0,0,11.9729,1.19807,0.0202397,29.0542,0.809111,-2.79138,882.768,0,0,0,0,0,0,0
0.08,0.0198708,0,-0.234468,0.234468,5.88758,0,0,0.497179,0,-5.86655,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.7752,0,0,0,0,0,11.9661,1.19779,0.021792,33.6816,0.737075,-2.79138,882.804,0,0,0,0,0,0,0
0.09,0.0251541,0,-0.29681,0.29681,6.62555,0,0,0.559498,0,-6.60189,0,1.48625,0,0.736358,0,0.676592,0,0,0,0,73.8193,0,0,0,0,0,11.9594,1.19752,0.0234431,38.9786,0.674859,-2.79138,882.835,0,0,0,0,0,0,0
