time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,0,0,0,0,0,0,12.02,1.19999,0,0,0,0,1.26481e-321,2.96439e-323,4.93915e-312,6.95277e-310,4.93915e-312,2.122e-314,0,0
0.01,0.000350471,0,-0.00365505,0.00365505,0.73444,0,0,0.0701017,0,-0.731087,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.4673,0,0,0,0,0,12.0133,1.19972,0.0146581,15.2394,1.51343,-2.79105,882.583,0,0,0,0,0,0,0
0.02,0.00140218,0,-0.0146233,0.0146233,1.46935,0,0,0.140248,0,-1.46264,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.5137,0,0,0,0,0,12.0065,1.19944,0.0149384,15.8276,1.3686,-2.79105,882.645,0,0,0,0,0,0,0
0.03,0.00315557,0,-0.0329093,0.0329093,2.20471,0,0,0.210438,0,-2.19465,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.5597,0,0,0,0,0,11.9998,1.19917,0.0155174,17.0785,1.23174,-2.79105,882.702,0,0,0,0,0,0,0
0.04,0.00561109,0,-0.0585178,0.0585178,2.94054,0,0,0.280672,0,-2.92711,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.6054,0,0,0,0,0,11.9931,1.19889,0.0163642,18.9931,1.1068,-2.79105,882.755,0,0,0,0,0,0,0
0.05,0.00876916,0,-0.0914531,0.0914531,3.67682,0,0,0.350949,0,-3.66003,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.6508,0,0,0,0,0,11.9863,1.19862,0.0174401,21.5728,0.995628,-2.79105,882.803,0,0,0,0,0,0,0
0.06,0.0126302,0,-0.13172,0.13172,4.41355,0,0,0.42127,0,-4.3934,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.6959,0,0,0,0,0,11.9796,1.19834,0.0187063,24.8187,0.89836,-2.79105,882.847,0,0,0,0,0,0,0
0.07,0.0171947,0,-0.179323,0.179323,5.15074,0,0,0.491633,0,-5.12722,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.7407,0,0,0,0,0,11.9729,1.19807,0.0201272,28.732,0.814059,-2.79105,882.887,0,0,0,0,0,0,0
0.08,0.022463,0,-0.234266,0.234266,5.88837,0,0,0.56204,0,-5.86148,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.7851,0,0,0,0,0,11.9661,1.19779,0.0216728,33.314,0.741275,-2.79105,882.923,0,0,0,0,0,0,0
0.09,0.0284356,0,-0.296554,0.296554,6.62644,0,0,0.632488,0,-6.59619,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.8293,0,0,0,0,0,11.9594,1.19752,0.0233186,38.5657,0.678428,-2.79105,882.954,0,0,0,0,0,0,0
0.1,0.0351129,0,-0.366191,0.366191,7.36495,0,0,0.702978,0,-7.33133,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.8732,0,0,0,0,0,11.9527,1.19724,0.0250454,44.4884,0.624021,-2.79105,882.982,0,0,0,0,0,0,0
0.11,0.0424953,0,-0.443182,0.443182,8.1039,0,0,0.77351,0,-8.0669,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.9168,0,0,0,0,0,11.9459,1.19697,0.0268377,51.0832,0.576725,-2.79105,883.005,0,0,0,0,0,0,0
0.12,0.0505833,0,-0.527531,0.527531,8.84329,0,0,0.844084,0,-8.80291,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,73.9601,0,0,0,0,0,11.9392,1.1967,0.0286836,58.3511,0.535408,-2.79105,883.024,0,0,0,0,0,0,0
0.13,0.0593772,0,-0.619241,0.619241,9.5831,0,0,0.914699,0,-9.53935,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.0031,0,0,0,0,0,11.9325,1.19642,0.0305735,66.2934,0.49912,-2.79105,883.04,0,0,0,0,0,0,0
0.14,0.0688774,0,-0.718319,0.718319,10.3233,0,0,0.985355,0,-10.2762,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.0458,0,0,0,0,0,11.9257,1.19615,0.0325002,74.9111,0.467077,-2.79105,883.051,0,0,0,0,0,0,0
0.15,0.0790844,0,-0.824767,0.824767,11.064,0,0,1.05605,0,-11.0135,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.0883,0,0,0,0,0,11.919,1.19588,0.0344577,84.2053,0.43863,-2.79105,883.059,0,0,0,0,0,0,0
0.16,0.0899985,0,-0.93859,0.93859,11.8051,0,0,1.12679,0,-11.7512,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.1305,0,0,0,0,0,11.9123,1.19561,0.0364411,94.1772,0.413246,-2.79105,883.062,0,0,0,0,0,0,0
0.17,0.10162,0,-1.05979,1.05979,12.5466,0,0,1.19756,0,-12.4893,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.1725,0,0,0,0,0,11.9055,1.19533,0.0384468,104.828,0.390483,-2.79105,883.063,0,0,0,0,0,0,0
0.18,0.11395,0,-1.18838,1.18838,13.2886,0,0,1.26838,0,-13.2279,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.2141,0,0,0,0,0,11.8988,1.19506,0.0404715,116.158,0.369976,-2.79105,883.059,0,0,0,0,0,0,0
0.19,0.126988,0,-1.32435,1.32435,14.0309,0,0,1.33924,0,-13.9669,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.2556,0,0,0,0,0,11.8921,1.19479,0.0425128,128.169,0.35142,-2.79105,883.052,0,0,0,0,0,0,0
0.2,0.140735,0,-1.46772,1.46772,14.7737,0,0,1.41013,0,-14.7062,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.2968,0,0,0,0,0,11.8853,1.19452,0.0445686,140.862,0.33456,-2.79105,883.042,0,0,0,0,0,0,0
0.21,0.155191,0,-1.61848,1.61848,15.5168,0,0,1.48107,0,-15.446,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.3377,0,0,0,0,0,11.8786,1.19425,0.0466371,154.237,0.319183,-2.79105,883.028,0,0,0,0,0,0,0
0.22,0.170356,0,-1.77664,1.77664,16.2604,0,0,1.55204,0,-16.1862,0,1.4752,0,0.740084,0,0.672514,0,0,0,0,74.3784,0,0,0,0,0,11.8719,1.19398,0.0487168,168.297,0.305108,-2.79105,883.011,0,0,0,0,0,0,0
