time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,0,0,0,0,0,0,12.9161,1.19514,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.00028003,0,-0.00337097,0.00337097,0.676583,0,0,0.0560116,0,-0.67426,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.6785,0,0,0,0,0,12.9094,1.19488,0.0146731,15.2705,1.51316,-2.79142,873.688,0,0,0,0,0,0,0
0.02,0.00112034,0,-0.0134865,0.0134865,1.35357,0,0,0.112057,0,-1.34892,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.7186,0,0,0,0,0,12.9027,1.19462,0.0149205,15.7897,1.37965,-2.79142,873.751,0,0,0,0,0,0,0
0.03,0.00252127,0,-0.0303507,0.0303507,2.03095,0,0,0.168135,0,-2.02398,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.7585,0,0,0,0,0,12.8959,1.19436,0.015423,16.8712,1.25259,-2.79142,873.809,0,0,0,0,0,0,0
0.04,0.00448315,0,-0.0539675,0.0539675,2.70874,0,0,0.224246,0,-2.69944,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.7982,0,0,0,0,0,12.8892,1.1941,0.0161573,18.5158,1.13524,-2.79142,873.864,0,0,0,0,0,0,0
0.05,0.0070063,0,-0.0843408,0.0843408,3.38692,0,0,0.28039,0,-3.37529,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.8376,0,0,0,0,0,12.8825,1.19384,0.0170939,20.7246,1.02934,-2.79142,873.915,0,0,0,0,0,0,0
0.06,0.010091,0,-0.121475,0.121475,4.06549,0,0,0.336566,0,-4.05153,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.8767,0,0,0,0,0,12.8757,1.19358,0.018202,23.4986,0.935318,-2.79142,873.962,0,0,0,0,0,0,0
0.07,0.0137377,0,-0.165373,0.165373,4.74445,0,0,0.392774,0,-4.72816,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.9156,0,0,0,0,0,12.869,1.19333,0.0194527,26.8387,0.852678,-2.79142,874.006,0,0,0,0,0,0,0
0.08,0.0179466,0,-0.216039,0.216039,5.4238,0,0,0.449015,0,-5.40518,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.9543,0,0,0,0,0,12.8623,1.19307,0.0208206,30.7458,0.78041,-2.79142,874.046,0,0,0,0,0,0,0
0.09,0.0227181,0,-0.273478,0.273478,6.10353,0,0,0.505288,0,-6.08258,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,67.9927,0,0,0,0,0,12.8555,1.19281,0.0222845,35.2209,0.717302,-2.79142,874.082,0,0,0,0,0,0,0
0.1,0.0280525,0,-0.337692,0.337692,6.78365,0,0,0.561592,0,-6.76037,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.0309,0,0,0,0,0,12.8488,1.19255,0.0238269,40.2649,0.662134,-2.79142,874.115,0,0,0,0,0,0,0
0.11,0.0339501,0,-0.408686,0.408686,7.46415,0,0,0.617928,0,-7.43853,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.0689,0,0,0,0,0,12.8421,1.1923,0.0254338,45.8787,0.613776,-2.79142,874.145,0,0,0,0,0,0,0
0.12,0.0404112,0,-0.486464,0.486464,8.14503,0,0,0.674295,0,-8.11707,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.1066,0,0,0,0,0,12.8353,1.19204,0.027094,52.0633,0.571229,-2.79142,874.171,0,0,0,0,0,0,0
0.13,0.0474361,0,-0.571029,0.571029,8.82628,0,0,0.730693,0,-8.79599,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.1441,0,0,0,0,0,12.8286,1.19178,0.0287985,58.8195,0.533634,-2.79142,874.194,0,0,0,0,0,0,0
0.14,0.0550251,0,-0.662385,0.662385,9.50791,0,0,0.787123,0,-9.47527,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.1814,0,0,0,0,0,12.8219,1.19153,0.0305401,66.1482,0.500266,-2.79142,874.213,0,0,0,0,0,0,0
0.15,0.0631786,0,-0.760536,0.760536,10.1899,0,0,0.843583,0,-10.1549,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.2185,0,0,0,0,0,12.8151,1.19127,0.032313,74.0503,0.470511,-2.79142,874.229,0,0,0,0,0,0,0
0.16,0.0718969,0,-0.865485,0.865485,10.8723,0,0,0.900073,0,-10.835,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.2553,0,0,0,0,0,12.8084,1.19102,0.0341125,82.5267,0.443859,-2.79142,874.242,0,0,0,0,0,0,0
0.17,0.0811802,0,-0.977236,0.977236,11.555,0,0,0.956595,0,-11.5154,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.292,0,0,0,0,0,12.8017,1.19076,0.0359349,91.5782,0.41988,-2.79142,874.251,0,0,0,0,0,0,0
0.18,0.0910289,0,-1.09579,1.09579,12.2381,0,0,1.01315,0,-12.1961,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.3284,0,0,0,0,0,12.7949,1.19051,0.0377768,101.206,0.398216,-2.79142,874.257,0,0,0,0,0,0,0
0.19,0.101443,0,-1.22116,1.22116,12.9216,0,0,1.06973,0,-12.8772,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.3647,0,0,0,0,0,12.7882,1.19025,0.0396359,111.41,0.378565,-2.79142,874.261,0,0,0,0,0,0,0
0.2,0.112424,0,-1.35334,1.35334,13.6054,0,0,1.12634,0,-13.5587,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.4007,0,0,0,0,0,12.7815,1.19,0.0415098,122.192,0.360672,-2.79142,874.261,0,0,0,0,0,0,0
0.21,0.12397,0,-1.49233,1.49233,14.2896,0,0,1.18298,0,-14.2405,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.4365,0,0,0,0,0,12.7747,1.18974,0.043397,133.553,0.344321,-2.79142,874.258,0,0,0,0,0,0,0
0.22,0.136083,0,-1.63815,1.63815,14.9741,0,0,1.23965,0,-14.9227,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.4722,0,0,0,0,0,12.768,1.18949,0.0452957,145.493,0.329329,-2.79142,874.253,0,0,0,0,0,0,0
0.23,0.148763,0,-1.79079,1.79079,15.659,0,0,1.29635,0,-15.6053,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.5077,0,0,0,0,0,12.7613,1.18923,0.0472048,158.013,0.315539,-2.79142,874.244,0,0,0,0,0,0,0
0.24,0.16201,0,-1.95026,1.95026,16.3443,0,0,1.35308,0,-16.2882,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.5429,0,0,0,0,0,12.7545,1.18898,0.0491233,171.114,0.302817,-2.79142,874.233,0,0,0,0,0,0,0
0.25,0.175825,0,-2.11656,2.11656,17.0299,0,0,1.40984,0,-16.9714,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.5781,0,0,0,0,0,12.7478,1.18872,0.05105,184.796,0.291047,-2.79142,874.219,0,0,0,0,0,0,0
0.26,0.190207,0,-2.28969,2.28969,17.7159,0,0,1.46663,0,-17.655,0,1.48792,0,0.735794,0,0.677205,0,0,0,0,68.613,0,0,0,0,0,12.7411,1.18847,0.0529843,199.062,0.280129,-2.79142,874.203,0,0,0,0,0,0,0
