time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,0,0,0,0,0,0,12.365,1.19804,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.000349601,0,-0.00353863,0.00353863,0.711244,0,0,0.0699275,0,-0.707799,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.1465,0,0,0,0,0,12.3583,1.19777,0.0146487,15.2199,1.52076,-2.79096,879.248,0,0,0,0,0,0,0
0.02,0.00139869,0,-0.0141574,0.0141574,1.42293,0,0,0.139898,0,-1.41603,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.1903,0,0,0,0,0,12.3515,1.1975,0.0149005,15.7474,1.38012,-2.79096,879.31,0,0,0,0,0,0,0
0.03,0.00314771,0,-0.0318608,0.0318608,2.13505,0,0,0.209912,0,-2.12471,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.2338,0,0,0,0,0,12.3448,1.19723,0.0154345,16.8963,1.24659,-2.79096,879.368,0,0,0,0,0,0,0
0.04,0.00559707,0,-0.056653,0.056653,2.8476,0,0,0.279968,0,-2.83381,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.2771,0,0,0,0,0,12.3381,1.19696,0.0162234,18.6677,1.12394,-2.79096,879.422,0,0,0,0,0,0,0
0.05,0.00874721,0,-0.0885383,0.0885383,3.56059,0,0,0.350067,0,-3.54334,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.32,0,0,0,0,0,12.3313,1.1967,0.0172327,21.0626,1.01407,-2.79096,879.471,0,0,0,0,0,0,0
0.06,0.0125985,0,-0.127521,0.127521,4.274,0,0,0.420207,0,-4.2533,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.3627,0,0,0,0,0,12.3246,1.19643,0.0184267,24.0823,0.917331,-2.79096,879.517,0,0,0,0,0,0,0
0.07,0.0171515,0,-0.173606,0.173606,4.98784,0,0,0.49039,0,-4.96368,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.4051,0,0,0,0,0,12.3179,1.19616,0.0197722,27.7277,0.832994,-2.79096,879.559,0,0,0,0,0,0,0
0.08,0.0224065,0,-0.226796,0.226796,5.7021,0,0,0.560614,0,-5.67448,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.4472,0,0,0,0,0,12.3111,1.19589,0.021241,31.9999,0.759809,-2.79096,879.596,0,0,0,0,0,0,0
0.09,0.0283639,0,-0.287097,0.287097,6.41678,0,0,0.630879,0,-6.3857,0,1.47232,0,0.741052,0,0.671447,0,0,0,0,71.489,0,0,0,0,0,12.3044,1.19563,0.0228095,36.9001,0.696346,-2.79096,879.63,0,0,0,0,0,0,0
