time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,0,0,0,0,0,0,12.02,1.19999,0,0,0,0,1.26481e-321,2.96439e-323,3.47964e-313,6.95277e-310,3.47964e-313,2.122e-314,0,0
0.01,0.000489414,0,-0.0036412,0.0036412,0.734867,0,0,0.0978932,0,-0.728318,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.5101,0,0,0,0,0,12.0133,1.19972,0.0145812,15.0798,1.54883,-2.78964,883.096,0,0,0,0,0,0,0
0.02,0.00195807,0,-0.0145679,0.0145679,1.4702,0,0,0.195849,0,-1.4571,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.5565,0,0,0,0,0,12.0065,1.19944,0.0147873,15.5092,1.40221,-2.78964,883.159,0,0,0,0,0,0,0
0.03,0.00440659,0,-0.0327847,0.0327847,2.206,0,0,0.293865,0,-2.18634,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.6026,0,0,0,0,0,11.9998,1.19917,0.0152993,16.6018,1.26243,-2.78964,883.217,0,0,0,0,0,0,0
0.04,0.00783559,0,-0.0582961,0.0582961,2.94225,0,0,0.391944,0,-2.91603,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.6484,0,0,0,0,0,11.9931,1.19889,0.0160886,18.3588,1.13394,-2.78964,883.271,0,0,0,0,0,0,0
0.05,0.0122457,0,-0.0911068,0.0911068,3.67896,0,0,0.490083,0,-3.64618,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.6939,0,0,0,0,0,11.9863,1.19862,0.0171174,20.7816,1.01909,-2.78964,883.32,0,0,0,0,0,0,0
0.06,0.0176374,0,-0.131221,0.131221,4.41613,0,0,0.588282,0,-4.37677,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.7391,0,0,0,0,0,11.9796,1.19834,0.0183458,23.8714,0.918359,-2.78964,883.365,0,0,0,0,0,0,0
0.07,0.0240115,0,-0.178644,0.178644,5.15374,0,0,0.686541,0,-5.10781,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.7839,0,0,0,0,0,11.9729,1.19807,0.0197371,27.6292,0.830982,-2.78964,883.405,0,0,0,0,0,0,0
0.08,0.0313685,0,-0.233379,0.233379,5.89181,0,0,0.78486,0,-5.8393,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.8285,0,0,0,0,0,11.9661,1.19779,0.0212597,32.0564,0.755559,-2.78964,883.441,0,0,0,0,0,0,0
0.09,0.0397089,0,-0.295431,0.295431,6.63031,0,0,0.883238,0,-6.57122,0,1.43719,0,0.752732,0,0.658327,0,0,0,0,73.8727,0,0,0,0,0,11.9594,1.19752,0.0228879,37.154,0.690496,-2.78964,883.474,0,0,0,0,0,0,0
