time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,0,0,0,0,0,0,12.9161,1.19514,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.000337417,0,-0.00336647,0.00336647,0.676735,0,0,0.06749,0,-0.673362,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,67.6937,0,0,0,0,0,12.9094,1.19488,0.0146414,15.2046,1.529,-2.79092,873.885,0,0,0,0,0,0,0
0.02,0.00134993,0,-0.0134686,0.0134686,1.35387,0,0,0.13502,0,-1.34712,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,67.7339,0,0,0,0,0,12.9027,1.19462,0.0148581,15.6581,1.39479,-2.79092,873.948,0,0,0,0,0,0,0
0.03,0.00303796,0,-0.0303103,0.0303103,2.03141,0,0,0.20259,0,-2.02129,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,67.7738,0,0,0,0,0,12.8959,1.19436,0.0153326,16.674,1.26659,-2.79092,874.007,0,0,0,0,0,0,0
0.04,0.00540188,0,-0.0538956,0.0538956,2.70935,0,0,0.2702,0,-2.69584,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,67.8135,0,0,0,0,0,12.8892,1.1941,0.0160423,18.2533,1.14783,-2.79092,874.062,0,0,0,0,0,0,0
0.05,0.00844209,0,-0.0842285,0.0842285,3.38768,0,0,0.33785,0,-3.37079,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,67.853,0,0,0,0,0,12.8825,1.19384,0.0169583,20.3971,1.04043,-2.79092,874.113,0,0,0,0,0,0,0
0.06,0.012159,0,-0.121313,0.121313,4.06641,0,0,0.405538,0,-4.04614,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,67.8921,0,0,0,0,0,12.8757,1.19358,0.0180494,23.1062,0.944966,-2.79092,874.161,0,0,0,0,0,0,0
0.07,0.016553,0,-0.165152,0.165152,4.74552,0,0,0.473266,0,-4.72187,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,67.9311,0,0,0,0,0,12.869,1.19333,0.0192864,26.3816,0.861002,-2.79092,874.205,0,0,0,0,0,0,0
0.08,0.0216244,0,-0.215751,0.215751,5.42503,0,0,0.541032,0,-5.39798,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,67.9698,0,0,0,0,0,12.8623,1.19307,0.0206433,30.2244,0.787566,-2.79092,874.245,0,0,0,0,0,0,0
0.09,0.0273738,0,-0.273113,0.273113,6.10492,0,0,0.608837,0,-6.07448,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.0082,0,0,0,0,0,12.8555,1.19281,0.0220984,34.6353,0.723453,-2.79092,874.282,0,0,0,0,0,0,0
0.1,0.0338013,0,-0.337242,0.337242,6.78519,0,0,0.67668,0,-6.75137,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.0465,0,0,0,0,0,12.8488,1.19255,0.0236339,39.6153,0.66743,-2.79092,874.315,0,0,0,0,0,0,0
0.11,0.0409075,0,-0.408142,0.408142,7.46585,0,0,0.74456,0,-7.42863,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.0845,0,0,0,0,0,12.8421,1.1923,0.0252353,45.1654,0.618349,-2.79092,874.345,0,0,0,0,0,0,0
0.12,0.0486926,0,-0.485816,0.485816,8.14688,0,0,0.812479,0,-8.10627,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.1222,0,0,0,0,0,12.8353,1.19204,0.0268911,51.2865,0.575193,-2.79092,874.371,0,0,0,0,0,0,0
0.13,0.0571572,0,-0.570269,0.570269,8.82829,0,0,0.880435,0,-8.78428,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.1598,0,0,0,0,0,12.8286,1.19178,0.0285921,57.9794,0.537085,-2.79092,874.394,0,0,0,0,0,0,0
0.14,0.0663015,0,-0.661503,0.661503,9.51008,0,0,0.948429,0,-9.46266,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.1971,0,0,0,0,0,12.8219,1.19153,0.0303309,65.245,0.503282,-2.79092,874.414,0,0,0,0,0,0,0
0.15,0.0761259,0,-0.759523,0.759523,10.1922,0,0,1.01646,0,-10.1414,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.2342,0,0,0,0,0,12.8151,1.19127,0.0321016,73.0843,0.473159,-2.79092,874.43,0,0,0,0,0,0,0
0.16,0.0866308,0,-0.864333,0.864333,10.8748,0,0,1.08453,0,-10.8205,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.2711,0,0,0,0,0,12.8084,1.19102,0.0338993,81.4981,0.446193,-2.79092,874.443,0,0,0,0,0,0,0
0.17,0.0978166,0,-0.975935,0.975935,11.5577,0,0,1.15263,0,-11.5,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.3077,0,0,0,0,0,12.8017,1.19076,0.0357202,90.4873,0.421947,-2.79092,874.453,0,0,0,0,0,0,0
0.18,0.109684,0,-1.09433,1.09433,12.2409,0,0,1.22077,0,-12.1799,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.3442,0,0,0,0,0,12.7949,1.19051,0.037561,100.053,0.400053,-2.79092,874.459,0,0,0,0,0,0,0
0.19,0.122232,0,-1.21953,1.21953,12.9245,0,0,1.28895,0,-12.8601,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.3805,0,0,0,0,0,12.7882,1.19025,0.0394192,110.195,0.380203,-2.79092,874.463,0,0,0,0,0,0,0
0.2,0.135463,0,-1.35154,1.35154,13.6085,0,0,1.35716,0,-13.5407,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.4165,0,0,0,0,0,12.7815,1.19,0.0412925,120.916,0.362137,-2.79092,874.464,0,0,0,0,0,0,0
0.21,0.149375,0,-1.49035,1.49035,14.2929,0,0,1.42541,0,-14.2216,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.4524,0,0,0,0,0,12.7747,1.18974,0.043179,132.215,0.345636,-2.79092,874.461,0,0,0,0,0,0,0
0.22,0.163971,0,-1.63597,1.63597,14.9776,0,0,1.4937,0,-14.9029,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.4881,0,0,0,0,0,12.768,1.18949,0.0450774,144.094,0.330512,-2.79092,874.456,0,0,0,0,0,0,0
0.23,0.17925,0,-1.78841,1.78841,15.6626,0,0,1.56202,0,-15.5845,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.5236,0,0,0,0,0,12.7613,1.18923,0.0469863,156.553,0.316607,-2.79092,874.447,0,0,0,0,0,0,0
0.24,0.195211,0,-1.94766,1.94766,16.348,0,0,1.63037,0,-16.2665,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.5589,0,0,0,0,0,12.7545,1.18898,0.0489045,169.593,0.303783,-2.79092,874.436,0,0,0,0,0,0,0
0.25,0.211857,0,-2.11374,2.11374,17.0338,0,0,1.69876,0,-16.9489,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.594,0,0,0,0,0,12.7478,1.18872,0.0508311,183.215,0.291923,-2.79092,874.423,0,0,0,0,0,0,0
0.26,0.229187,0,-2.28664,2.28664,17.7199,0,0,1.76719,0,-17.6316,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.629,0,0,0,0,0,12.7411,1.18847,0.0527654,197.42,0.280926,-2.79092,874.406,0,0,0,0,0,0,0
0.27,0.247201,0,-2.46637,2.46637,18.4064,0,0,1.83565,0,-18.3146,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.6637,0,0,0,0,0,12.7343,1.18822,0.0547066,212.209,0.270702,-2.79092,874.387,0,0,0,0,0,0,0
0.28,0.2659,0,-2.65294,2.65294,19.0932,0,0,1.90414,0,-18.998,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.6984,0,0,0,0,0,12.7276,1.18797,0.0566542,227.582,0.261175,-2.79092,874.365,0,0,0,0,0,0,0
0.29,0.285284,0,-2.84633,2.84633,19.7804,0,0,1.97267,0,-19.6817,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.7328,0,0,0,0,0,12.7209,1.18771,0.0586075,243.541,0.252278,-2.79092,874.341,0,0,0,0,0,0,0
0.3,0.305353,0,-3.04657,3.04657,20.4678,0,0,2.04124,0,-20.3658,0,1.4709,0,0.741528,0,0.670921,0,0,0,0,68.767,0,0,0,0,0,12.7141,1.18746,0.0605662,260.085,0.243951,-2.79092,874.313,0,0,0,0,0,0,0
