time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,0,0,0,0,0,0,12.1525,1.19923,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.000354258,0,-0.00360921,0.00360921,0.725387,0,0,0.070859,0,-0.721918,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.5615,0,0,0,0,0,12.1458,1.19896,0.0146521,15.2269,1.51734,-2.79098,881.315,0,0,0,0,0,0,0
0.02,0.00141733,0,-0.0144399,0.0144399,1.45123,0,0,0.141763,0,-1.44429,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.6069,0,0,0,0,0,12.139,1.19868,0.014919,15.7865,1.37408,-2.79098,881.377,0,0,0,0,0,0,0
0.03,0.00318966,0,-0.0324965,0.0324965,2.17752,0,0,0.21271,0,-2.16711,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.6519,0,0,0,0,0,12.1323,1.19841,0.0154783,16.9924,1.23843,-2.79098,881.435,0,0,0,0,0,0,0
0.04,0.00567168,0,-0.0577835,0.0577835,2.90427,0,0,0.283702,0,-2.89038,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.6966,0,0,0,0,0,12.1256,1.19814,0.0163006,18.8458,1.11427,-2.79098,881.488,0,0,0,0,0,0,0
0.05,0.00886383,0,-0.0903055,0.0903055,3.63146,0,0,0.354737,0,-3.61409,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.7411,0,0,0,0,0,12.1188,1.19787,0.017349,21.3479,1.00348,-2.79098,881.537,0,0,0,0,0,0,0
0.06,0.0127666,0,-0.130067,0.130067,4.35909,0,0,0.425815,0,-4.33824,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.7852,0,0,0,0,0,12.1121,1.19759,0.0185858,24.4999,0.906302,-2.79098,881.582,0,0,0,0,0,0,0
0.07,0.0173803,0,-0.177072,0.177072,5.08716,0,0,0.496936,0,-5.06283,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.829,0,0,0,0,0,12.1054,1.19732,0.0199763,28.3028,0.821886,-2.79098,881.622,0,0,0,0,0,0,0
0.08,0.0227054,0,-0.231325,0.231325,5.81567,0,0,0.5681,0,-5.78785,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.8726,0,0,0,0,0,12.0986,1.19705,0.0214911,32.758,0.74886,-2.79098,881.658,0,0,0,0,0,0,0
0.09,0.0287424,0,-0.29283,0.29283,6.54461,0,0,0.639307,0,-6.51331,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.9158,0,0,0,0,0,12.0919,1.19678,0.0231062,37.8664,0.685703,-2.79098,881.691,0,0,0,0,0,0,0
0.1,0.0354917,0,-0.361592,0.361592,7.27398,0,0,0.710555,0,-7.23919,0,1.47296,0,0.740839,0,0.671683,0,0,0,0,72.9588,0,0,0,0,0,12.0852,1.19651,0.0248023,43.6292,0.630954,-2.79098,881.719,0,0,0,0,0,0,0
