time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,0,0,0,0,0,0,12.1525,1.19923,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.000378409,0,-0.00360709,0.00360709,0.725453,0,0,0.0756897,0,-0.721494,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.5682,0,0,0,0,0,12.1458,1.19896,0.0146388,15.1992,1.52356,-2.79076,881.396,0,0,0,0,0,0,0
0.02,0.00151395,0,-0.0144314,0.0144314,1.45136,0,0,0.151427,0,-1.44344,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.6135,0,0,0,0,0,12.139,1.19868,0.0148928,15.7311,1.37999,-2.79076,881.458,0,0,0,0,0,0,0
0.03,0.0034071,0,-0.0324774,0.0324774,2.17772,0,0,0.227211,0,-2.16584,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.6586,0,0,0,0,0,12.1323,1.19841,0.0154405,16.9095,1.24383,-2.79076,881.515,0,0,0,0,0,0,0
0.04,0.00605834,0,-0.0577496,0.0577496,2.90453,0,0,0.303043,0,-2.88868,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.7033,0,0,0,0,0,12.1256,1.19814,0.0162528,18.7354,1.11906,-2.79076,881.569,0,0,0,0,0,0,0
0.05,0.00946811,0,-0.0902525,0.0902525,3.63179,0,0,0.37892,0,-3.61197,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.7478,0,0,0,0,0,12.1188,1.19787,0.017293,21.2102,1.00764,-2.79076,881.618,0,0,0,0,0,0,0
0.06,0.0136369,0,-0.12999,0.12999,4.35949,0,0,0.454844,0,-4.33569,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.7919,0,0,0,0,0,12.1121,1.19759,0.0185231,24.3349,0.909863,-2.79076,881.663,0,0,0,0,0,0,0
0.07,0.0185652,0,-0.176968,0.176968,5.08763,0,0,0.530814,0,-5.05986,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.8358,0,0,0,0,0,12.1054,1.19732,0.0199084,28.1108,0.824914,-2.79076,881.703,0,0,0,0,0,0,0
0.08,0.0242533,0,-0.231189,0.231189,5.8162,0,0,0.60683,0,-5.78446,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.8793,0,0,0,0,0,12.0986,1.19705,0.0214191,32.5389,0.751429,-2.79076,881.74,0,0,0,0,0,0,0
0.09,0.0307019,0,-0.292658,0.292658,6.54521,0,0,0.68289,0,-6.50949,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.9226,0,0,0,0,0,12.0919,1.19678,0.0230311,37.6204,0.687884,-2.79076,881.772,0,0,0,0,0,0,0
0.1,0.0379113,0,-0.36138,0.36138,7.27465,0,0,0.758996,0,-7.23495,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,72.9656,0,0,0,0,0,12.0852,1.19651,0.0247247,43.3564,0.632812,-2.79076,881.801,0,0,0,0,0,0,0
0.11,0.045882,0,-0.437359,0.437359,8.00452,0,0,0.835147,0,-7.96084,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,73.0083,0,0,0,0,0,12.0784,1.19624,0.0264846,49.748,0.584898,-2.79076,881.825,0,0,0,0,0,0,0
0.12,0.0546144,0,-0.520598,0.520598,8.73482,0,0,0.911342,0,-8.68715,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,73.0507,0,0,0,0,0,12.0717,1.19597,0.0282988,56.7963,0.543015,-2.79076,881.846,0,0,0,0,0,0,0
0.13,0.0641089,0,-0.611103,0.611103,9.46554,0,0,0.987581,0,-9.41388,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,73.0929,0,0,0,0,0,12.065,1.19569,0.0301577,64.5024,0.506214,-2.79076,881.863,0,0,0,0,0,0,0
0.14,0.0743661,0,-0.708877,0.708877,10.1967,0,0,1.06386,0,-10.141,0,1.46627,0,0.74308,0,0.669203,0,0,0,0,73.1347,0,0,0,0,0,12.0582,1.19542,0.0320538,72.8673,0.473708,-2.79076,881.876,0,0,0,0,0,0,0
