time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,0,0,0,0,0,0,12.02,1.19999,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.000462745,0,-0.00364422,0.00364422,0.734774,0,0,0.0925587,0,-0.728921,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.5008,0,0,0,0,0,12.0133,1.19972,0.014596,15.1104,1.54202,-2.78995,882.984,0,0,0,0,0,0,0
0.02,0.00185137,0,-0.01458,0.01458,1.47001,0,0,0.185176,0,-1.4583,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.5472,0,0,0,0,0,12.0065,1.19944,0.0148164,15.5703,1.39573,-2.78995,883.047,0,0,0,0,0,0,0
0.03,0.00416646,0,-0.0328118,0.0328118,2.20572,0,0,0.277852,0,-2.18815,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.5933,0,0,0,0,0,11.9998,1.19917,0.0153414,16.6932,1.25651,-2.78995,883.105,0,0,0,0,0,0,0
0.04,0.0074086,0,-0.0583444,0.0583444,2.94188,0,0,0.370585,0,-2.91844,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.6391,0,0,0,0,0,11.9931,1.19889,0.0161418,18.4804,1.12871,-2.78995,883.158,0,0,0,0,0,0,0
0.05,0.0115784,0,-0.0911822,0.0911822,3.6785,0,0,0.463376,0,-3.6492,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.6845,0,0,0,0,0,11.9863,1.19862,0.0171797,20.9332,1.01457,-2.78995,883.207,0,0,0,0,0,0,0
0.06,0.0166763,0,-0.13133,0.13133,4.41557,0,0,0.556225,0,-4.3804,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.7297,0,0,0,0,0,11.9796,1.19834,0.0184154,24.0528,0.914519,-2.78995,883.252,0,0,0,0,0,0,0
0.07,0.022703,0,-0.178792,0.178792,5.15309,0,0,0.649129,0,-5.11204,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.7745,0,0,0,0,0,11.9729,1.19807,0.0198124,27.8404,0.827742,-2.78995,883.293,0,0,0,0,0,0,0
0.08,0.0296591,0,-0.233572,0.233572,5.89106,0,0,0.74209,0,-5.84413,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.8191,0,0,0,0,0,11.9661,1.19779,0.0213394,32.2971,0.752835,-2.78995,883.329,0,0,0,0,0,0,0
0.09,0.037545,0,-0.295676,0.295676,6.62947,0,0,0.835107,0,-6.57666,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.8633,0,0,0,0,0,11.9594,1.19752,0.0229709,37.4242,0.688203,-2.78995,883.361,0,0,0,0,0,0,0
0.1,0.0463614,0,-0.365107,0.365107,7.36832,0,0,0.92818,0,-7.30963,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.9072,0,0,0,0,0,11.9527,1.19724,0.0246865,43.2227,0.632311,-2.78995,883.389,0,0,0,0,0,0,0
0.11,0.0561088,0,-0.44187,0.44187,8.10761,0,0,1.02131,0,-8.04303,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.9509,0,0,0,0,0,11.9459,1.19697,0.0264702,49.6939,0.583785,-2.78995,883.412,0,0,0,0,0,0,0
0.12,0.0667878,0,-0.525969,0.525969,8.84734,0,0,1.11449,0,-8.77686,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,73.9942,0,0,0,0,0,11.9392,1.1967,0.0283094,56.8388,0.541448,-2.78995,883.432,0,0,0,0,0,0,0
0.13,0.0783988,0,-0.617408,0.617408,9.5875,0,0,1.20773,0,-9.51113,0,1.44449,0,0.750323,0,0.661072,0,0,0,0,74.0373,0,0,0,0,0,11.9325,1.19642,0.0301942,64.6586,0.504314,-2.78995,883.448,0,0,0,0,0,0,0
