time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,0,0,0,0,0,0,12.02,1.19999,0,0,0,0,1.26481e-321,2.96439e-323,1.25394e-312,6.95277e-310,1.25394e-312,2.122e-314,0,0
0.01,0.000427344,0,-0.00364796,0.00364796,0.734659,0,0,0.0854778,0,-0.729669,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.4892,0,0,0,0,0,12.0133,1.19972,0.0146156,15.1511,1.53299,-2.79033,882.846,0,0,0,0,0,0,0
0.02,0.00170974,0,-0.0145949,0.0145949,1.46978,0,0,0.17101,0,-1.4598,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.5356,0,0,0,0,0,12.0065,1.19944,0.014855,15.6514,1.38715,-2.79033,882.908,0,0,0,0,0,0,0
0.03,0.00384772,0,-0.0328455,0.0328455,2.20537,0,0,0.256596,0,-2.19039,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.5817,0,0,0,0,0,11.9998,1.19917,0.0153971,16.8146,1.24868,-2.79033,882.966,0,0,0,0,0,0,0
0.04,0.00684183,0,-0.0584043,0.0584043,2.94142,0,0,0.342235,0,-2.92144,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.6275,0,0,0,0,0,11.9931,1.19889,0.0162122,18.6419,1.12178,-2.79033,883.019,0,0,0,0,0,0,0
0.05,0.0106926,0,-0.0912758,0.0912758,3.67792,0,0,0.427927,0,-3.65294,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.6729,0,0,0,0,0,11.9863,1.19862,0.0172622,21.1347,1.00859,-2.79033,883.068,0,0,0,0,0,0,0
0.06,0.0154005,0,-0.131465,0.131465,4.41487,0,0,0.513672,0,-4.38489,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.718,0,0,0,0,0,11.9796,1.19834,0.0185075,24.294,0.909423,-2.79033,883.113,0,0,0,0,0,0,0
0.07,0.0209662,0,-0.178975,0.178975,5.15228,0,0,0.599469,0,-5.11729,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.7629,0,0,0,0,0,11.9729,1.19807,0.019912,28.1211,0.823436,-2.79033,883.153,0,0,0,0,0,0,0
0.08,0.0273901,0,-0.233812,0.233812,5.89013,0,0,0.685319,0,-5.85013,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.8074,0,0,0,0,0,11.9661,1.19779,0.0214449,32.6172,0.749205,-2.79033,883.189,0,0,0,0,0,0,0
0.09,0.0346728,0,-0.295979,0.295979,6.62842,0,0,0.77122,0,-6.58341,0,1.45418,0,0.747111,0,0.664699,0,0,0,0,73.8516,0,0,0,0,0,11.9594,1.19752,0.0230809,37.7834,0.685142,-2.79033,883.221,0,0,0,0,0,0,0
