time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,0,0,0,0,0,0,12.1525,1.19923,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.000414213,0,-0.00360369,0.00360369,0.72556,0,0,0.0828514,0,-0.720814,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.5788,0,0,0,0,0,12.1458,1.19896,0.014619,15.1581,1.53279,-2.79041,881.525,0,0,0,0,0,0,0
0.02,0.0016572,0,-0.0144178,0.0144178,1.45158,0,0,0.165755,0,-1.44208,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.6242,0,0,0,0,0,12.139,1.19868,0.0148539,15.649,1.38876,-2.79041,881.587,0,0,0,0,0,0,0
0.03,0.00372948,0,-0.0324468,0.0324468,2.17804,0,0,0.24871,0,-2.1638,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.6693,0,0,0,0,0,12.1323,1.19841,0.0153843,16.7866,1.25186,-2.79041,881.645,0,0,0,0,0,0,0
0.04,0.00663157,0,-0.0576952,0.0576952,2.90496,0,0,0.331716,0,-2.88596,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.7141,0,0,0,0,0,12.1256,1.19814,0.0161817,18.5719,1.12617,-2.79041,881.699,0,0,0,0,0,0,0
0.05,0.010364,0,-0.0901674,0.0901674,3.63232,0,0,0.414773,0,-3.60856,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.7585,0,0,0,0,0,12.1188,1.19787,0.0172096,21.0062,1.01381,-2.79041,881.748,0,0,0,0,0,0,0
0.06,0.0149272,0,-0.129868,0.129868,4.36013,0,0,0.497881,0,-4.33161,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.8027,0,0,0,0,0,12.1121,1.19759,0.0184299,24.0907,0.915143,-2.79041,881.793,0,0,0,0,0,0,0
0.07,0.0203218,0,-0.176801,0.176801,5.08838,0,0,0.58104,0,-5.05509,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.8466,0,0,0,0,0,12.1054,1.19732,0.0198074,27.8264,0.829397,-2.79041,881.834,0,0,0,0,0,0,0
0.08,0.0265482,0,-0.230971,0.230971,5.81706,0,0,0.664248,0,-5.77901,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.8901,0,0,0,0,0,12.0986,1.19705,0.0213121,32.2145,0.755226,-2.79041,881.871,0,0,0,0,0,0,0
0.09,0.0336069,0,-0.292383,0.292383,6.54618,0,0,0.747505,0,-6.50336,0,1.45636,0,0.746388,0,0.665511,0,0,0,0,72.9334,0,0,0,0,0,12.0919,1.19678,0.0229193,37.2562,0.691102,-2.79041,881.903,0,0,0,0,0,0,0
