time,north,east,down,altitude,vxBody,vyBody,vzBody,vNorth,vEast,vDown,roll,pitch,yaw,q0,q1,q2,q3,wx,wy,wz,ax,ay,az,alphaX,alphaY,alphaZ,mass,xcg,mach,qInf,alpha,sideSlip,Fx,Fy,Fz,Mx,My,Mz,drogueDeployed,mainDeployed
0,0,0,0,-0,0,0,0,0,0,0,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,0,0,0,0,0,0,11.6771,1.20205,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.00043873,0,-0.0037696,0.0037696,0.759092,0,0,0.0877555,0,-0.754002,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,75.9339,0,0,0,0,0,11.6704,1.20177,0.0146201,15.1603,1.52738,-2.79036,886.177,0,0,0,0,0,0,0
0.02,0.0017553,0,-0.0150817,0.0150817,1.51868,0,0,0.175568,0,-1.50849,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,75.983,0,0,0,0,0,11.6636,1.20148,0.0148849,15.7146,1.377,-2.79036,886.239,0,0,0,0,0,0,0
0.03,0.00395028,0,-0.0339411,0.0339411,2.27875,0,0,0.263437,0,-2.26347,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.0318,0,0,0,0,0,11.6569,1.2012,0.0154712,16.9767,1.23485,-2.79036,886.296,0,0,0,0,0,0,0
0.04,0.00702423,0,-0.0603527,0.0603527,3.03931,0,0,0.351363,0,-3.01893,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.0802,0,0,0,0,0,11.6502,1.20092,0.0163447,18.948,1.10539,-2.79036,886.348,0,0,0,0,0,0,0
0.05,0.0109777,0,-0.0943214,0.0943214,3.80035,0,0,0.439344,0,-3.77487,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.1283,0,0,0,0,0,11.6434,1.20064,0.0174632,21.6298,0.990694,-2.79036,886.396,0,0,0,0,0,0,0
0.06,0.0158113,0,-0.135852,0.135852,4.56188,0,0,0.52738,0,-4.53129,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.1761,0,0,0,0,0,11.6367,1.20036,0.0187833,25.0233,0.890878,-2.79036,886.439,0,0,0,0,0,0,0
0.07,0.0215255,0,-0.184949,0.184949,5.32388,0,0,0.615472,0,-5.28818,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.2235,0,0,0,0,0,11.63,1.20007,0.0202661,29.13,0.80485,-2.79036,886.477,0,0,0,0,0,0,0
0.08,0.0281209,0,-0.241617,0.241617,6.08635,0,0,0.703618,0,-6.04554,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.2706,0,0,0,0,0,11.6232,1.19979,0.021879,33.9512,0.730973,-2.79036,886.511,0,0,0,0,0,0,0
0.09,0.035598,0,-0.305861,0.305861,6.84929,0,0,0.791818,0,-6.80336,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.3173,0,0,0,0,0,11.6165,1.19951,0.0235958,39.488,0.667497,-2.79036,886.541,0,0,0,0,0,0,0
0.1,0.0439575,0,-0.377686,0.377686,7.61269,0,0,0.880073,0,-7.56165,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.3637,0,0,0,0,0,11.6098,1.19923,0.0253957,45.7417,0.612787,-2.79036,886.566,0,0,0,0,0,0,0
0.11,0.0531997,0,-0.457096,0.457096,8.37656,0,0,0.96838,0,-8.3204,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.4098,0,0,0,0,0,11.603,1.19895,0.0272627,52.7137,0.565413,-2.79036,886.586,0,0,0,0,0,0,0
0.12,0.0633252,0,-0.544095,0.544095,9.14089,0,0,1.05674,0,-9.0796,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.4556,0,0,0,0,0,11.5963,1.19867,0.0291841,60.4051,0.524167,-2.79036,886.603,0,0,0,0,0,0,0
0.13,0.0743347,0,-0.638689,0.638689,9.90567,0,0,1.14515,0,-9.83925,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.5011,0,0,0,0,0,11.5896,1.19839,0.0311501,68.8172,0.488049,-2.79036,886.615,0,0,0,0,0,0,0
0.14,0.0862285,0,-0.740882,0.740882,10.6709,0,0,1.23362,0,-10.5994,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.5463,0,0,0,0,0,11.5828,1.19811,0.0331532,77.9511,0.456238,-2.79036,886.623,0,0,0,0,0,0,0
0.15,0.0990073,0,-0.850678,0.850678,11.4366,0,0,1.32214,0,-11.3599,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.5912,0,0,0,0,0,11.5761,1.19783,0.0351871,87.808,0.428061,-2.79036,886.628,0,0,0,0,0,0,0
0.16,0.112671,0,-0.968082,0.968082,12.2027,0,0,1.41071,0,-12.1209,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.6358,0,0,0,0,0,11.5694,1.19755,0.0372472,98.3892,0.402967,-2.79036,886.628,0,0,0,0,0,0,0
0.17,0.127222,0,-1.0931,1.0931,12.9693,0,0,1.49933,0,-12.8824,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.6801,0,0,0,0,0,11.5626,1.19727,0.0393295,109.696,0.380503,-2.79036,886.624,0,0,0,0,0,0,0
0.18,0.142658,0,-1.22573,1.22573,13.7363,0,0,1.588,0,-13.6442,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.7241,0,0,0,0,0,11.5559,1.19699,0.0414308,121.729,0.360296,-2.79036,886.616,0,0,0,0,0,0,0
0.19,0.158982,0,-1.36598,1.36598,14.5038,0,0,1.67672,0,-14.4065,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.7678,0,0,0,0,0,11.5492,1.19671,0.0435486,134.49,0.342037,-2.79036,886.605,0,0,0,0,0,0,0
0.2,0.176193,0,-1.51386,1.51386,15.2717,0,0,1.7655,0,-15.1693,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.8113,0,0,0,0,0,11.5424,1.19644,0.0456809,147.98,0.325468,-2.79036,886.59,0,0,0,0,0,0,0
0.21,0.194292,0,-1.66937,1.66937,16.04,0,0,1.85432,0,-15.9325,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.8545,0,0,0,0,0,11.5357,1.19616,0.0478258,162.199,0.310371,-2.79036,886.571,0,0,0,0,0,0,0
0.22,0.213279,0,-1.83251,1.83251,16.8088,0,0,1.9432,0,-16.6961,0,1.45493,0,0.746862,0,0.664979,0,0,0,0,76.8975,0,0,0,0,0,11.529,1.19588,0.0499818,177.15,0.296566,-2.79036,886.549,0,0,0,0,0,0,0
